Land_Area,Soil_Quality_Index,Planting_Date,Harvesting_Date,Proposed_Crop,Credit_Score,Location,Farming_Experience,Predicted_Rainfall,Loan_To_Revenue_Ratio,Growing_Season_Length,Risk_Factor,Loan_Approval_Status,Predicted_Loan_Amount,Crop_Recommendation
28.763178961268,0.5892800664297738,2015-10-08,2021-06-13,Barley,373,Aurangabad,1,465.0725777355908,0.3169284581154345,2075,1.3053362047570314,Denied,0.0,Sugarcane
30.56360373307935,0.10044427076703855,2018-02-26,2020-05-02,Soybean,490,Kolhapur,1,586.6121939931982,0.48649124344686495,796,1.43161172549955,Denied,0.0,Pulses
37.96919625996225,0.31924459193650245,2016-11-29,2018-06-08,Soybean,547,Nagpur,9,491.52475942187823,0.2771669119500201,556,,Approved,186922.35318779416,
5.853555431859302,0.5235313807199672,2019-07-22,2022-12-08,Pulses,487,Nagpur,14,423.3357269224702,0.7024476245399864,1235,,Approved,23375.58826158694,
40.950984106262624,0.6886140182437421,2017-03-01,2019-08-28,Pulses,363,Aurangabad,18,927.0068354952595,0.5410781912317362,910,,Approved,121894.69929070133,
14.122421085420227,0.37311010285867774,2015-08-14,2021-04-21,Pulses,590,Aurangabad,15,1034.9726861368301,0.7672385983020709,2077,,Approved,68324.27321126306,
13.806164417858406,0.14338888866274568,2019-12-24,2022-11-17,Pulses,862,Nashik,17,1132.2334441982907,0.2785723535112952,1059,,Approved,97587.49257119035,
34.140909929635335,0.5248175796037938,2018-06-04,2021-11-18,Soybean,863,Nagpur,22,874.0125177014595,0.648058142238547,1263,,Approved,265172.4474234776,
39.9767422675654,0.2085042900012074,2017-02-27,2018-06-23,Barley,662,Kolhapur,28,801.7514008759831,0.6369897661915292,481,,Approved,206423.9063728007,
16.195463175357595,0.718037104646383,2016-02-25,2021-06-12,Sunflower,881,Aurangabad,6,915.3577205043987,0.3702381911629997,1934,,Approved,149816.13210364545,
31.419690167680713,0.054360144175208625,2015-06-09,2016-06-06,Barley,398,Kolhapur,22,1160.4725479037538,0.728974847839708,363,,Approved,97539.286156548,
45.123475835500926,0.4034114961014442,2019-07-26,2020-07-27,Pulses,365,Kolhapur,2,564.1913480951964,0.201018104419439,367,1.2747329397463238,Denied,0.0,Sunflower
35.833347229049984,0.3971058601429881,2018-09-24,2020-06-16,Cotton,403,Pune,3,896.2302875771594,0.3924785040873681,631,1.1171703716481163,Denied,0.0,Groundnut
6.453946825642811,0.6207640961604024,2017-09-24,2022-12-30,Sunflower,686,Nagpur,4,1159.2543835565386,0.287121873556519,1923,,Approved,46487.778985105164,
46.5370530856889,0.2722901302280927,2015-01-27,2016-09-08,Groundnut,829,Pune,8,547.8499753617477,0.4374434115009119,590,,Approved,366502.56157634297,
35.986400833407934,0.29524846712608765,2018-06-14,2022-11-27,Sunflower,435,Pune,13,951.0410527358703,0.46408792209776595,1627,,Approved,164367.88580659076,
16.58344170932932,0.5670447817406302,2017-10-14,2022-11-07,Wheat,367,Aurangabad,9,1150.6304532033628,0.6640627632120402,1850,1.146109484879945,Denied,0.0,Barley
16.202892464679454,0.4743007845639825,2016-04-15,2021-05-05,Potato,660,Pune,17,457.12504592567166,0.3506207984097084,1846,,Approved,117632.99929357284,
29.285150298621698,0.8008110432297059,2015-01-03,2020-07-22,Rice,444,Nashik,18,838.9416660119471,0.6118742015463435,2027,,Approved,110522.15722699829,
10.014822356764574,0.2427745742218208,2015-09-27,2017-07-29,Rice,843,Nagpur,20,840.7538182695948,0.5635998989304681,671,,Approved,71761.20959739656,
34.760079570249296,0.6195656631376444,2015-09-25,2022-11-24,Rice,334,Nagpur,1,787.0304202690514,0.5745642517651535,2617,,Approved,98683.86589993775,
43.93337467214469,0.5927951369707731,2015-10-16,2020-07-17,Soybean,445,Pune,6,949.202118118991,0.7077830273782384,1736,1.0535282298878934,Denied,0.0,Soybean
45.84668056959989,0.5946570938069583,2017-12-30,2021-06-30,Soybean,576,Aurangabad,28,971.8249502833801,0.25386380058177993,1278,,Approved,237669.1920728058,
25.10191878789636,0.34577028624648576,2016-08-02,2022-09-25,Potato,660,Pune,19,575.8365534263876,0.7377105789237108,2245,,Approved,182239.93040012757,
29.446664189829868,0.03263202155474665,2018-09-19,2020-03-24,Pulses,846,Pune,14,760.750642773801,0.5054752007245884,552,,Approved,204277.3988176878,
35.96994825834906,0.25919784640441057,2015-07-12,2022-03-11,Potato,321,Pune,11,1034.8884764394,0.3953436669126552,2434,,Approved,127009.88730023055,
11.03571765486846,0.9294242320471972,2016-09-11,2020-06-18,Sunflower,321,Aurangabad,25,1123.2299545650617,0.49511105084444273,1376,,Approved,37195.88635573415,
49.90769613080472,0.20318949522661955,2015-05-13,2022-11-15,Barley,474,Pune,21,848.1386744695174,0.7602044803288828,2743,,Approved,184518.73413481124,
34.67997802866769,0.7785685553784395,2017-09-04,2022-02-14,Cotton,380,Aurangabad,4,1179.5057814954503,0.6798622631338193,1624,,Approved,158140.69981072468,
32.3643739826877,0.9739732480549919,2019-03-10,2022-09-29,Sunflower,301,Kolhapur,23,1072.1540798918816,0.7021093844067441,1299,,Approved,102287.60397228447,
43.56831496052334,0.17620680980219317,2017-07-01,2022-01-08,Groundnut,571,Nagpur,7,913.387717653255,0.7708338981337179,1652,,Approved,236336.32450335883,
9.633343277676515,0.2975496733702714,2016-10-30,2020-03-26,Soybean,749,Nagpur,12,1141.3215637460976,0.2379163928943891,1243,,Approved,64938.367034817384,
43.976120050908946,0.4356890303483403,2021-12-09,2022-11-04,Sunflower,439,Nagpur,10,506.9273282991596,0.5087999151013965,330,1.2446212676192547,Denied,0.0,Cotton
16.09448517122955,0.9805722654827486,2016-11-21,2018-01-22,Sugarcane,392,Kolhapur,25,552.67171427112,0.6050375168334022,427,,Approved,94635.57280682976,
38.94024917848958,0.7692626724581227,2017-08-09,2018-09-16,Maize,812,Nashik,25,1122.9840286878773,0.5876786709697607,403,,Approved,237146.11749700154,
42.28859173433712,0.9608367274346022,2019-06-15,2021-03-17,Rice,632,Aurangabad,6,547.1049893239937,0.736777927119,641,,Approved,227174.314796859,
6.903798287672381,0.33792654232936725,2019-12-01,2020-04-20,Rice,596,Pune,18,1055.8470193410822,0.3328845588860142,141,,Approved,34974.642125348284,
13.49989994103027,0.5032410714573952,2018-07-15,2021-01-17,Cotton,427,Nagpur,2,1030.694633702124,0.449794789089341,917,1.0372491945928028,Denied,0.0,Sunflower
9.262385641135406,0.9933541072966119,2016-07-02,2022-12-11,Soybean,453,Pune,9,944.1754070164338,0.4145293898499981,2353,,Approved,37762.74625890905,
31.581035062440804,0.17739595204985803,2015-07-28,2016-11-11,Cotton,375,Kolhapur,26,407.49750536248916,0.7487369363194414,472,,Approved,142114.65778098363,
16.114763843749664,0.6154736451823623,2016-03-13,2016-10-24,Soybean,808,Nashik,14,1170.7235096314253,0.6695238977652856,225,,Approved,117186.56267174754,
11.50776214824385,0.7567129988026673,2019-05-19,2022-03-13,Cotton,584,Kolhapur,12,1001.8984920720252,0.4728805470204486,1029,,Approved,80646.39713489292,
30.33951705076191,0.7506306758777527,2018-06-09,2021-10-11,Sorghum,488,Kolhapur,3,1029.9119325727838,0.3589522690239516,1220,,Approved,103639.79024540268,
28.622687052710944,0.43742943539251,2015-02-09,2016-01-01,Groundnut,551,Aurangabad,25,486.4710751625332,0.23226975001991448,326,,Approved,149825.45537741543,
17.660046487609037,0.9502092362712131,2017-10-13,2021-10-24,Soybean,764,Nashik,15,538.4738635046892,0.5721294563477136,1472,,Approved,121430.47964879974,
40.85129710415766,0.023583830872818234,2016-12-01,2021-01-13,Sunflower,323,Pune,25,1094.8487371293795,0.5371787826294994,1504,,Approved,138547.1741287507,
41.829246075808925,0.4652509447051363,2017-05-12,2022-12-12,Soybean,700,Nashik,11,740.8263626297507,0.4544554587235956,2040,,Approved,263524.25027759623,
24.493670945657733,0.9930469818227232,2017-01-15,2020-02-05,Sorghum,701,Kolhapur,1,500.3464971906663,0.6001360333452549,1116,,Approved,120190.44333034249,
11.010454180503155,0.13695975832440022,2015-12-02,2017-04-03,Sorghum,852,Nashik,12,634.026235087133,0.2036536328018546,488,,Approved,65666.34873252081,
32.28749955878595,0.24039399250653348,2021-04-19,2022-12-29,Cotton,341,Aurangabad,8,669.3209697038462,0.7559630325088176,619,1.5073030492899455,Denied,0.0,Cotton
44.361933054923405,0.6050225748003666,2015-04-18,2017-06-28,Rice,355,Nagpur,26,797.0240678728945,0.32707198631339246,802,,Approved,133862.13299323138,
28.70775983541884,0.7342310878685335,2018-07-19,2020-01-17,Sorghum,437,Aurangabad,5,936.8670809726258,0.4365974130021704,547,,Approved,87817.03733654624,
19.555310072542035,0.22172197062662202,2015-12-26,2019-10-27,Wheat,658,Nashik,9,881.3887361781382,0.498361948384903,1401,,Approved,102939.15222186127,
12.7890708505293,0.12845641326980373,2020-05-16,2021-10-26,Sorghum,566,Nagpur,11,944.8361812208848,0.602198775602052,528,,Approved,50670.298709797076,
19.060799137844807,0.04506983245089846,2016-02-16,2016-07-06,Cotton,685,Aurangabad,26,477.5157429979675,0.6273761020645876,141,,Approved,156679.76891308432,
6.667354992428982,0.06946285017127773,2015-05-22,2021-09-01,Sorghum,581,Pune,26,887.5356267117913,0.60677723573898,2294,,Approved,27116.13275420867,
13.932226528454665,0.06851428817175376,2016-07-14,2018-10-31,Rice,372,Kolhapur,22,905.3034222719689,0.3888432623756667,839,,Approved,44053.700282973645,
47.10192354255758,0.842742523584229,2018-09-27,2021-06-17,Cotton,787,Kolhapur,2,970.6205941440087,0.38081463603531984,994,,Approved,444830.56593591376,
20.319924376302918,0.6523111099019969,2016-11-27,2022-08-16,Potato,843,Aurangabad,4,863.400136558525,0.6500950373237292,2088,,Approved,188426.65874145698,
25.643396185514252,0.03646762525772318,2021-02-01,2022-04-10,Groundnut,684,Pune,1,657.9950550196085,0.30209510472451734,433,,Approved,166630.7884134716,
19.20780558082085,0.012970131335227952,2018-01-30,2020-03-17,Sorghum,472,Kolhapur,21,769.7154914168013,0.2667228085002513,777,,Approved,63462.58963903209,
22.132997069909816,0.13017776219913169,2020-03-08,2021-11-24,Wheat,462,Nashik,7,1146.015400592305,0.6500179216092312,626,1.2791959867270994,Denied,0.0,Pulses
7.280359537962588,0.6091871659898807,2020-10-21,2021-07-25,Sorghum,764,Kolhapur,6,994.8930151913135,0.33907726425277795,277,,Approved,38935.36280902392,
31.37030332018067,0.0637383394819161,2016-07-31,2020-05-07,Wheat,807,Aurangabad,19,494.5262083198394,0.7467414851961978,1376,,Approved,202526.67823508644,
11.881149328496457,0.7803601644995349,2020-02-12,2021-12-08,Barley,577,Kolhapur,22,1185.3039305332418,0.462514345764858,665,,Approved,53472.30066783115,
41.56139147335189,0.9569485425766058,2016-08-22,2019-04-14,Rice,327,Aurangabad,22,1147.1945880625026,0.21052321511590655,965,,Approved,115519.8876001816,
41.45311379710069,0.8638395362455964,2015-12-28,2016-05-08,Sugarcane,309,Kolhapur,6,1081.8357176744212,0.25974018292712575,132,,Approved,192135.18244956175,
3.39710210836798,0.03293810190590496,2015-09-29,2018-04-18,Cotton,727,Nashik,20,550.5486637242765,0.5546187691067249,932,,Approved,29636.318793402257,
29.9566935124516,0.0944306323332379,2015-12-10,2017-01-17,Groundnut,714,Aurangabad,13,525.2376531937468,0.5930690583169194,404,,Approved,203196.2520949592,
10.681881893616032,0.6486673390477702,2018-11-22,2019-05-10,Soybean,655,Pune,22,850.4512910168132,0.3856897969238723,169,,Approved,62969.693762866504,
15.837182667743821,0.2849588582695267,2018-04-01,2020-04-13,Soybean,548,Nagpur,13,645.1848697386127,0.5728222976166042,743,,Approved,78108.98491731254,
12.776939121558204,0.8991207609966078,2016-02-15,2018-09-10,Maize,887,Nashik,26,678.0358513291625,0.2544621974307423,938,,Approved,84998.58750616595,
18.396638741784766,0.2599124757929333,2020-03-05,2021-03-07,Cotton,331,Nashik,7,483.2765509061425,0.5962278283668783,367,1.5554139679655092,Denied,0.0,Barley
2.915332540804518,0.8614556287774536,2017-10-13,2020-02-14,Pulses,350,Nagpur,10,1196.0035151552793,0.7140952313645723,854,,Approved,8367.004392108965,
12.06267856427785,0.05636811041704637,2015-02-12,2016-09-04,Groundnut,819,Nagpur,11,983.8275412550809,0.420564707972543,570,,Approved,93853.67056936379,
4.243869079896503,0.39473505030910294,2015-09-07,2019-11-15,Potato,622,Nagpur,11,1167.2554299605522,0.24575643855706727,1530,,Approved,29036.552244651877,
20.73287014238685,0.7975188987227774,2018-08-17,2019-04-20,Wheat,886,Nashik,25,974.4371434389643,0.7638280690634045,246,,Approved,146954.583569238,
38.53516215273081,0.6223104999924575,2018-09-16,2022-08-15,Wheat,484,Nagpur,4,784.3008788336595,0.6969121348233496,1429,,Approved,149208.1478553737,
2.153298993620635,0.8330064503731982,2021-11-02,2022-04-09,Pulses,607,Pune,12,841.7642906698995,0.21212281571915703,158,,Approved,10717.83041084735,
23.448428582962464,0.28568827775100425,2016-11-01,2020-09-23,Barley,807,Nashik,23,762.1041058592662,0.31808198912331115,1422,,Approved,147598.47855831552,
11.325970545349623,0.63882240839441,2021-08-09,2022-07-06,Rice,315,Nashik,24,1024.193230177748,0.6869890840301256,331,,Approved,30325.286135173617,
1.8714598026940852,0.3352713097901546,2016-01-31,2016-07-21,Cotton,821,Pune,9,983.0963302548573,0.21796981614485753,172,,Approved,18437.621976142127,
21.817392323697614,0.6053776135242079,2018-06-04,2021-05-24,Rice,411,Nagpur,27,1002.7634636899098,0.6258973493242614,1085,,Approved,76219.06008283762,
20.524580118251848,0.9931072528322605,2020-03-20,2022-08-12,Sunflower,408,Pune,26,513.2531791824847,0.6486469108710646,875,,Approved,87927.3012265909,
21.191391940477782,0.21531035580282198,2021-03-29,2021-11-10,Sunflower,547,Nagpur,18,1086.0920011471726,0.6111756324457078,226,,Approved,121712.75961013415,
16.16863438463207,0.716527816471552,2016-06-07,2019-04-21,Rice,666,Kolhapur,14,1142.3255975506886,0.41658041827202397,1048,,Approved,91530.63925140217,
3.478105466474137,0.44583187366454735,2015-01-31,2020-11-24,Rice,584,Kolhapur,6,608.0923916842175,0.6350425963965488,2124,,Approved,17265.315535577618,
17.586075296146127,0.5514881636198854,2017-12-17,2019-03-21,Soybean,898,Kolhapur,17,449.11625327976094,0.23809289177390774,459,,Approved,142130.66054345298,
44.87694185420255,0.6271565204036876,2016-11-06,2019-03-16,Groundnut,593,Kolhapur,1,1140.860461432447,0.5114231234228779,860,,Approved,252814.25193565007,
13.064943043276942,0.6217225934194982,2017-02-24,2017-11-30,Sorghum,784,Aurangabad,1,1126.5362552323302,0.20128772911471138,279,,Approved,71700.40742150386,
13.701557070495555,0.9966724659032911,2020-12-05,2021-11-27,Groundnut,896,Nashik,29,774.7167840618118,0.2966357432502116,357,,Approved,116627.65378405817,
20.44719240815196,0.33533391060079165,2018-02-13,2021-08-18,Soybean,877,Kolhapur,9,499.12459875737153,0.7893070295245672,1282,,Approved,161389.68967754344,
19.000696757253998,0.682610353694335,2015-05-01,2018-07-13,Rice,664,Pune,19,805.1601171331977,0.596440278775249,1169,,Approved,107239.93249794157,
33.523422264615185,0.4238533989272434,2017-07-19,2020-01-06,Rice,586,Aurangabad,22,1046.0733307789578,0.7424296171069444,901,,Approved,166980.16630004824,
14.71091840565853,0.5584541028225787,2016-02-28,2018-10-01,Cotton,516,Nagpur,23,1086.3164607976491,0.31284140112831715,946,,Approved,91090.0067678376,
33.373885048047335,0.2375701036103215,2018-08-06,2022-08-20,Sunflower,366,Aurangabad,2,613.7484420057879,0.4345789585191166,1475,1.443588695584258,Denied,0.0,Rice
30.561328641325137,0.0695527388311985,2018-06-22,2020-12-11,Cotton,779,Kolhapur,18,404.5741188686296,0.3558641601894552,903,,Approved,285687.3001391074,
40.57304315889733,0.4560286109071602,2016-05-04,2017-01-16,Soybean,544,Kolhapur,18,730.3884296692281,0.5584397392453615,257,,Approved,198645.61930596133,
32.35829236473169,0.9436739482261165,2015-06-01,2020-04-27,Pulses,729,Nashik,13,592.181343785524,0.5618859790569515,1792,,Approved,193431.40009789306,
18.821493792162762,0.7110050449977744,2019-03-12,2021-02-27,Maize,335,Nashik,12,842.2988099700859,0.5554558146194745,718,,Approved,47289.00315280894,
26.964054130950167,0.3021061471794594,2016-02-28,2020-07-04,Rice,542,Aurangabad,15,1097.2026641555508,0.4670405727475553,1588,,Approved,124223.39738128742,
20.62837507149935,0.0718769575001188,2020-09-22,2022-12-24,Barley,750,Nagpur,28,903.0999380497683,0.6053836942328236,823,,Approved,120675.9941682712,
40.45869142465666,0.07411297486031054,2015-10-10,2022-06-12,Soybean,503,Pune,8,571.2718970404599,0.5813800027220881,2437,,Approved,183156.49607942067,
14.22033478204256,0.3264150362595508,2016-08-17,2016-12-15,Pulses,629,Nagpur,16,522.0684534998537,0.3746858612639542,120,,Approved,73345.64273881911,
21.684445726294577,0.9933913428110972,2018-03-17,2022-10-07,Soybean,445,Pune,1,830.7144348426043,0.5997979170091132,1665,,Approved,86846.20513380978,
25.93632596131324,0.5562732629153574,2015-03-12,2016-10-11,Cotton,752,Aurangabad,12,1129.5209328761941,0.3739497115025813,579,,Approved,234049.40547489066,
25.19650544886301,0.2926346493585451,2017-08-30,2018-08-16,Potato,692,Kolhapur,2,969.5555943482947,0.3526060690696613,351,,Approved,191795.79947674525,
6.213314533904099,0.5409737101746255,2016-05-02,2016-08-26,Sunflower,582,Nashik,12,589.5566165097471,0.7562343518969294,116,,Approved,37969.56511668795,
14.7246693237674,0.5854352848733747,2016-06-13,2022-11-18,Sorghum,869,Nagpur,3,787.285112612217,0.6552599299149645,2349,,Approved,89570.16349647708,
41.250477641979785,0.042825221283758985,2016-07-02,2018-01-25,Soybean,573,Pune,2,743.2017813185329,0.22784410711135356,572,,Approved,212728.71319968975,
3.039747888695885,0.42268090711808615,2016-06-21,2020-04-10,Sugarcane,349,Kolhapur,13,989.0627733984729,0.21203495431552352,1389,,Approved,15913.080197322957,
1.4380505278864086,0.39344782944710543,2016-01-03,2022-11-30,Pulses,889,Nashik,22,746.4331212263403,0.6836988527917557,2523,,Approved,10483.100738186344,
13.791612924719416,0.7756056261071477,2015-04-21,2016-12-22,Soybean,849,Pune,17,630.8677220575483,0.7444840465153586,611,,Approved,105381.71435778106,
11.882879205684842,0.7242927267228088,2017-03-09,2020-06-29,Cotton,846,Nagpur,23,588.7623178958422,0.2945926654045923,1208,,Approved,120634.98969611252,
30.005535471936305,0.9811641362470065,2016-12-07,2021-03-31,Maize,500,Kolhapur,3,748.389337246861,0.6411828449411996,1575,,Approved,112520.75801976115,
12.013042487234149,0.3324487978028139,2017-09-26,2022-06-23,Maize,727,Nagpur,16,559.8012130981458,0.6078304068701292,1731,,Approved,65501.1141616442,
42.511773688912236,0.849475027116048,2015-10-08,2020-08-07,Wheat,885,Nashik,16,729.8013369313999,0.4433456958860126,1765,,Approved,300983.3577174986,
34.716265456019435,0.2443791323722534,2018-05-31,2022-07-21,Potato,333,Nagpur,17,433.2116536469474,0.45578426053525056,1512,,Approved,127165.68036539918,
24.98998382126393,0.8743574642263611,2018-04-24,2019-01-30,Maize,354,Aurangabad,24,566.6651020473406,0.48822528315521935,281,,Approved,66348.40704545574,
32.69278464910876,0.8925202707567561,2016-04-05,2022-10-24,Pulses,367,Nagpur,14,741.3146457201992,0.3521562436212155,2393,,Approved,98385.66612302791,
9.102563155293945,0.4786942686177573,2015-02-10,2022-06-19,Sorghum,843,Nagpur,12,805.5098267825754,0.6998895771343698,2686,,Approved,53714.22517938957,
13.815419488393532,0.7071280444823892,2015-05-30,2015-11-30,Soybean,455,Nagpur,21,1026.1145704368485,0.47463419877336094,184,,Approved,56574.14280497152,
42.43336279581585,0.941096695584964,2018-04-03,2022-07-01,Potato,399,Aurangabad,27,512.6866589351675,0.3942748768743508,1550,,Approved,186240.02931083576,
24.513516674859275,0.20201931495080083,2019-05-31,2020-03-19,Potato,746,Nashik,8,846.5190002288793,0.6338083177272618,293,,Approved,201157.9178338952,
35.56936064737524,0.3195215453478111,2016-04-20,2020-03-08,Sunflower,312,Pune,13,510.6788018291728,0.3793139514172208,1418,,Approved,116525.2254808013,
32.771923051915905,0.008976439922919854,2018-11-11,2020-06-14,Rice,601,Nagpur,10,1137.1544209078147,0.6199343054449404,581,,Approved,167415.36891071242,
12.640501230432168,0.6860266320732924,2018-02-02,2022-10-04,Potato,366,Nashik,22,684.1670868451265,0.6572069223980471,1705,,Approved,50890.65795371991,
38.190076449487414,0.13088612189322935,2015-06-10,2015-12-10,Maize,864,Nashik,20,484.77955474211177,0.42947469272479366,183,,Approved,247471.69539267843,
15.780994061309174,0.5029521827766562,2018-09-30,2020-03-05,Pulses,399,Aurangabad,28,488.5921605765298,0.20976770080382434,522,,Approved,51632.25636979136,
18.0826507877496,0.8407483535675612,2017-09-12,2020-07-04,Sorghum,465,Aurangabad,10,836.0825297484555,0.28377774819208557,1026,,Approved,58859.02831412495,
12.903764661375883,0.03230104662681965,2015-07-12,2017-01-12,Maize,633,Nashik,5,1194.5119550271866,0.7848029701180068,550,,Approved,61260.622729882,
46.17790625192762,0.47406663553877526,2018-05-14,2020-01-10,Rice,580,Aurangabad,2,732.614942002447,0.5594681001359476,606,,Approved,227657.07782200314,
22.025246373487622,0.8004607068644786,2016-11-12,2018-05-23,Sugarcane,519,Aurangabad,28,963.3777818517036,0.35956799819889307,557,,Approved,171466.54301760116,
7.466755997731741,0.29220318717059957,2016-05-29,2020-04-09,Sugarcane,362,Aurangabad,3,937.4052073113974,0.4109010042930915,1411,1.1996835619521855,Denied,0.0,Potato
34.642835499017025,0.19979818748692546,2015-11-16,2021-02-14,Sorghum,342,Kolhapur,22,851.1489480609791,0.6573569410884599,1917,,Approved,82934.94818464675,
12.552015933668912,0.07185531315329574,2016-08-04,2020-06-03,Maize,392,Kolhapur,11,535.9148350902346,0.45957593137946756,1399,,Approved,36902.92684498661,
49.25388179896732,0.5932053495907078,2019-10-27,2021-10-12,Sugarcane,816,Nagpur,12,571.6795893783209,0.43744380794988597,716,,Approved,602867.51321936,
48.17229364031372,0.8344566041513276,2018-08-31,2019-10-11,Cotton,598,Nagpur,14,585.0850358259501,0.7728859046002805,406,,Approved,345684.37916289124,
27.825096856443263,0.11168487296229834,2017-09-07,2019-06-21,Sorghum,366,Aurangabad,27,1161.4547917600203,0.6625023286003773,652,,Approved,71287.89814620765,
37.93144764622246,0.3447594986417165,2016-03-11,2019-08-03,Cotton,628,Nashik,13,950.4040343396692,0.642965221648846,1240,,Approved,285851.3894619325,
16.76957496659107,0.3168532898842267,2015-05-31,2018-07-07,Potato,784,Aurangabad,11,496.5470711028096,0.3350521128263809,1133,,Approved,144620.81451188138,
42.19273020226799,0.783751317573093,2015-08-13,2017-04-22,Maize,603,Aurangabad,15,931.7170111930197,0.7186399997225064,618,,Approved,190816.62233975698,
37.85245025281502,0.6492495296472631,2015-07-27,2022-12-22,Barley,761,Pune,8,812.6757151620543,0.39188954263115094,2705,,Approved,224684.57421065937,
4.931249370897886,0.8246606609100244,2018-10-12,2020-11-09,Cotton,334,Nashik,14,1112.2695544998976,0.6566752105678839,759,,Approved,19764.447478558726,
37.136107314620915,0.7706829883362418,2015-11-25,2017-07-23,Sunflower,707,Kolhapur,1,551.9567729511581,0.40048107120586474,606,,Approved,275679.89265008835,
22.451792482399718,0.3280865207085708,2015-07-31,2020-12-18,Soybean,639,Nagpur,28,575.962256503617,0.5848009192184839,1967,,Approved,129120.25856628077,
12.189468221358162,0.3643104202020103,2017-01-18,2020-11-10,Pulses,484,Aurangabad,9,1181.5892751370416,0.7517415852888736,1392,1.1798913698478788,Denied,0.0,Sunflower
